date1,inventory index,date2,price,date3,BHP_close,date4,VALE_close,RIO_Close,
2018-04-13,160.4297,2018-02-09,76.54 ,2018-01-29,47.830002,2018.1.29,12.54,54.330002,2018-02-02
2018-04-20,159.8318,2018-02-16,77.61 ,2018-02-05,45.759998,2018.2.5,12.91,53.720001,2018-02-09
2018-04-27,159.08,2018-02-23,78.51 ,2018-02-12,48.689999,2018.2.12,14.12,57.82,2018-02-16
2018-05-03,160.16,2018-03-02,79.13 ,2018-02-19,48.299999,2018.2.19,14.2,57.07,2018-02-23
2018-05-11,158.76,2018-03-09,74.45 ,2018-02-26,45.43,2018.2.26,13.39,51.48,2018-03-02
2018-05-18,157.56,2018-03-16,70.66 ,2018-03-05,45.279999,2018.3.5,12.89,52.07,2018-03-09
2018-05-25,158.89,2018-03-23,66.68 ,2018-03-12,45.419998,2018.3.12,12.8,52.580002,2018-03-16
2018-06-01,160.4,2018-03-30,64.21 ,2018-03-19,44,2018.3.19,12.51,50.509998,2018-03-23
2018-06-08,159.15,2018-04-06,64.05 ,2018-03-26,44.43,2018.3.26,12.72,51.529999,2018-03-30
2018-06-15,157.23,2018-04-13,64.69 ,2018-04-02,43.639999,2018.4.2,12.66,50.549999,2018-04-06
2018-06-22,154.9,2018-04-20,65.97 ,2018-04-09,46.799999,2018.4.9,13.12,54.259998,2018-04-13
2018-06-29,155.79,2018-04-27,66.50 ,2018-04-16,47.700001,2018.4.16,14,56.599998,2018-04-20
,,2018-05-04,66.43 ,2018-04-23,46.529999,2018.4.23,13.95,55.139999,2018-04-27
,,2018-05-11,66.95 ,2018-04-30,48.27,2018.4.30,14.08,55.619999,2018-05-04
,,2018-05-18,67.93 ,2018-05-07,50.41,2018.5.7,14.61,57.389999,2018-05-11
,,2018-05-25,64.66 ,2018-05-14,50.810001,2018.5.14,14.58,58.41,2018-05-18
,,2018-06-01,65.29 ,2018-05-21,49.02,2018.5.21,14.03,56.98,2018-05-25
,,2018-06-08,66.30 ,2018-05-28,50.240002,2018.5.28,14.03,57.540001,2018-06-01
,,2018-06-15,67.37 ,2018-06-04,51.669998,2018.6.4,13.75,59.220001,2018-06-08
,,2018-06-22,66.13 ,2018-06-11,48.700001,2018.6.11,13.17,56.790001,2018-06-15
,,2018-06-29,65.23 ,2018-06-18,48.93,2018.6.18,12.81,55.459999,2018-06-22
,,,,2018-06-25,50.009998,2018.6.25,12.82,55.48,2018-06-29
,,,,,,,,55.48,1900-01-04
