"","X","중국_생산량.10000톤.","X.1","중국_수입량.10000톤.","X.2","미국_수입량","LME_date...톤.","알루미늄","전기동","연","아연","주석","니켈","X.3","브라질_수출량.1000톤.","공급사_주가","BHP_close","RIO_close","VALE_close","날짜","PDS.원자재.지수","날짜.1","USD.RMB_환율","기준일","철광석_가격","날짜.2","USD.BRL..미국.달러...브라질.레알.","날짜.3","AUD.USD..호주.달러...미국.달러.","중국_재고량","inventory.index"
"85","2015-02-01","8330.5","2015-02-01","6794.218","2015-02-01","3,367,058","2015-02-01","1,821","5,702","1,805","2,103","18,292","14,535","2015-02-01",NA,"2015-02-09","51.19","49.37","8.05","2015-02-09","99.94","2015-02-09","6.13","2015-02-20","63.91","2015-02-09","2.83","2015-02-09","0.78","2015-03-13","100.28"
"86","2015-02-01","8330.5","2015-02-01","6794.218","2015-02-01","3,367,058","2015-02-01","1,821","5,702","1,805","2,103","18,292","14,535","2015-02-01",NA,"2015-02-16","50.48","49.94","7.83","2015-02-16","103.17","2015-02-16","6.13","2015-02-27","63.06","2015-02-16","2.84","2015-02-16","0.78","2015-03-20","99.19"
"87","2015-02-01","8330.5","2015-02-01","6794.218","2015-02-01","3,367,058","2015-02-01","1,821","5,702","1,805","2,103","18,292","14,535","2015-02-01",NA,"2015-02-23","52.52","49.33","7.42","2015-02-23","102.72","2015-02-23","6.14","2015-03-06","61.25","2015-02-23","2.87","2015-02-23","0.78","2015-03-27","100.13"
"88","2015-03-01","10510.1","2015-03-01","8050.853","2015-03-01","3,280,348","2015-03-01","1,773","5,926","1,785","2,029","17,461","13,746","2015-03-01",NA,"2015-03-02","49.35","44.23","6.42","2015-03-02","103.33","2015-03-02","6.15","2015-03-13","57.99","2015-03-02","2.98","2015-03-02","0.78","2015-04-03","97.24"
"89","2015-03-01","10510.1","2015-03-01","8050.853","2015-03-01","3,280,348","2015-03-01","1,773","5,926","1,785","2,029","17,461","13,746","2015-03-01",NA,"2015-03-09","44.55","41.9","5.82","2015-03-09","102.29","2015-03-09","6.16","2015-03-20","56.2","2015-03-09","3.15","2015-03-09","0.77","2015-04-10","97.37"
"90","2015-03-01","10510.1","2015-03-01","8050.853","2015-03-01","3,280,348","2015-03-01","1,773","5,926","1,785","2,029","17,461","13,746","2015-03-01",NA,"2015-03-16","48.06","43.58","6.26","2015-03-16","99.69","2015-03-16","6.15","2015-03-27","55","2015-03-16","3.24","2015-03-16","0.77","2015-04-17","97.58"
"91","2015-03-01","10510.1","2015-03-01","8050.853","2015-03-01","3,280,348","2015-03-01","1,773","5,926","1,785","2,029","17,461","13,746","2015-03-01",NA,"2015-03-23","47.1","41.88","5.67","2015-03-23","99.44","2015-03-23","6.14","2015-04-03","50.16","2015-03-23","3.18","2015-03-23","0.78","2015-04-24","97.16"
"92","2015-03-01","10510.1","2015-03-01","8050.853","2015-03-01","3,280,348","2015-03-01","1,773","5,926","1,785","2,029","17,461","13,746","2015-03-01",NA,"2015-03-30","45.56","41.2","5.76","2015-03-30","100.86","2015-03-30","6.14","2015-04-10","47.81","2015-03-30","3.17","2015-03-30","0.76","2015-04-30","95.07"
"93","2015-04-01","10409.5","2015-04-01","8021.34","2015-04-01","3,176,363","2015-04-01","1,817","6,029","2,000","2,207","15,986","12,783","2015-04-01",NA,"2015-04-06","45.82","41.45","6.04","2015-04-06","100.93","2015-04-06","6.13","2015-04-17","50.13","2015-04-06","3.09","2015-04-06","0.77","2015-05-08","89.91"
"94","2015-04-01","10409.5","2015-04-01","8021.34","2015-04-01","3,176,363","2015-04-01","1,817","6,029","2,000","2,207","15,986","12,783","2015-04-01",NA,"2015-04-13","46.44","42.02","5.87","2015-04-13","102.63","2015-04-13","6.13","2015-04-24","53.86","2015-04-13","3.06","2015-04-13","0.77","2015-05-15","86.56"
"95","2015-04-01","10409.5","2015-04-01","8021.34","2015-04-01","3,176,363","2015-04-01","1,817","6,029","2,000","2,207","15,986","12,783","2015-04-01",NA,"2015-04-20","51.04","45.72","7.92","2015-04-20","106.4","2015-04-20","6.13","2015-05-01","58.07","2015-04-20","3","2015-04-20","0.78","2015-05-22","84.92"
"96","2015-04-01","10409.5","2015-04-01","8021.34","2015-04-01","3,176,363","2015-04-01","1,817","6,029","2,000","2,207","15,986","12,783","2015-04-01",NA,"2015-04-27","51.92","45.87","8.07","2015-04-27","108.56","2015-04-27","6.12","2015-05-08","59.78","2015-04-27","2.97","2015-04-27","0.79","2015-05-29","83.31"
"97","2015-05-01","11766.2","2015-05-01","7086.532","2015-05-01","3,082,842","2015-05-01","1,805","6,301","2,004","2,290","15,827","13,509","2015-05-01",NA,"2015-05-04","50.8","46.11","7.63","2015-05-04","110.14","2015-05-04","6.11","2015-05-15","62.42","2015-05-04","3.04","2015-05-04","0.79","2015-06-05","82.73"
"98","2015-05-01","11766.2","2015-05-01","7086.532","2015-05-01","3,082,842","2015-05-01","1,805","6,301","2,004","2,290","15,827","13,509","2015-05-01",NA,"2015-05-11","51.55","46.13","7.12","2015-05-11","110.29","2015-05-11","6.11","2015-05-22","58.83","2015-05-11","3.02","2015-05-11","0.8","2015-06-12","80.74"
"99","2015-05-01","11766.2","2015-05-01","7086.532","2015-05-01","3,082,842","2015-05-01","1,805","6,301","2,004","2,290","15,827","13,509","2015-05-01",NA,"2015-05-18","45.87","44.88","6.57","2015-05-18","110.02","2015-05-18","6.11","2015-05-29","62.25","2015-05-18","3.04","2015-05-18","0.79","2015-06-19","79.62"
"100","2015-05-01","11766.2","2015-05-01","7086.532","2015-05-01","3,082,842","2015-05-01","1,805","6,301","2,004","2,290","15,827","13,509","2015-05-01",NA,"2015-05-25","44.63","43.77","6.3","2015-05-25","107.68","2015-05-25","6.12","2015-06-05","63.89","2015-05-25","3.15","2015-05-25","0.77","2015-06-26","78.71"
"101","2015-06-01","12848.1","2015-06-01","7495.929","2015-06-01","2,812,686","2015-06-01","1,684","5,834","1,836","2,088","15,015","12,780","2015-06-01",NA,"2015-06-01","42.91","43.63","6.51","2015-06-01","106.16","2015-06-01","6.12","2015-06-12","64.95","2015-06-01","3.15","2015-06-01","0.77","2015-07-03","81.77"
"102","2015-06-01","12848.1","2015-06-01","7495.929","2015-06-01","2,812,686","2015-06-01","1,684","5,834","1,836","2,088","15,015","12,780","2015-06-01",NA,"2015-06-08","43.3","44.04","6.81","2015-06-08","105.89","2015-06-08","6.12","2015-06-19","62.36","2015-06-08","3.11","2015-06-08","0.77","2015-07-10","82.01"
"103","2015-06-01","12848.1","2015-06-01","7495.929","2015-06-01","2,812,686","2015-06-01","1,684","5,834","1,836","2,088","15,015","12,780","2015-06-01",NA,"2015-06-15","43.81","43.16","6.51","2015-06-15","106.99","2015-06-15","6.11","2015-06-26","61.62","2015-06-15","3.09","2015-06-15","0.78","2015-07-17","81.15"
"104","2015-06-01","12848.1","2015-06-01","7495.929","2015-06-01","2,812,686","2015-06-01","1,684","5,834","1,836","2,088","15,015","12,780","2015-06-01",NA,"2015-06-22","42.69","42.84","6.23","2015-06-22","106.15","2015-06-22","6.11","2015-07-03","58.15","2015-06-22","3.1","2015-06-22","0.77","2015-07-24","81.75"
"105","2015-06-01","12848.1","2015-06-01","7495.929","2015-06-01","2,812,686","2015-06-01","1,684","5,834","1,836","2,088","15,015","12,780","2015-06-01",NA,"2015-06-29","41.29","41.04","5.85","2015-06-29","105.47","2015-06-29","6.12","2015-07-10","49.11","2015-06-29","3.12","2015-06-29","0.76","2015-07-31","80.68"
"106","2015-07-01","12619","2015-07-01","8609.823","2015-07-01","2,980,650","2015-07-01","1,638","5,457","1,762","2,002","14,962","11,386","2015-07-01",NA,"2015-07-06","39.47","39.14","5.43","2015-07-06","102.39","2015-07-06","6.12","2015-07-17","50.39","2015-07-06","3.19","2015-07-06","0.75","2015-08-07","81.56"
"107","2015-07-01","12619","2015-07-01","8609.823","2015-07-01","2,980,650","2015-07-01","1,638","5,457","1,762","2,002","14,962","11,386","2015-07-01",NA,"2015-07-13","39.56","40.35","5.46","2015-07-13","100.45","2015-07-13","6.12","2015-07-24","51.88","2015-07-13","3.15","2015-07-13","0.74","2015-08-14","81.67"
"108","2015-07-01","12619","2015-07-01","8609.823","2015-07-01","2,980,650","2015-07-01","1,638","5,457","1,762","2,002","14,962","11,386","2015-07-01",NA,"2015-07-20","36.3","37.39","5.05","2015-07-20","98.67","2015-07-20","6.12","2015-07-31","54.15","2015-07-20","3.25","2015-07-20","0.74","2015-08-21","81.04"
"109","2015-07-01","12619","2015-07-01","8609.823","2015-07-01","2,980,650","2015-07-01","1,638","5,457","1,762","2,002","14,962","11,386","2015-07-01",NA,"2015-07-27","38.37","38.62","5.26","2015-07-27","96.28","2015-07-27","6.12","2015-08-07","56.03","2015-07-27","3.37","2015-07-27","0.73","2015-08-28","80.59"
"110","2015-08-01","12381.4","2015-08-01","7412.239","2015-08-01","2,777,241","2015-08-01","1,540","5,089","1,693","1,810","15,229","10,342","2015-08-01",NA,"2015-08-03","38.64","39.8","5.28","2015-08-03","93.42","2015-08-03","6.12","2015-08-14","56.57","2015-08-03","3.49","2015-08-03","0.74","2015-09-06","79.94"
"111","2015-08-01","12381.4","2015-08-01","7412.239","2015-08-01","2,777,241","2015-08-01","1,540","5,089","1,693","1,810","15,229","10,342","2015-08-01",NA,"2015-08-10","37.88","38.59","5.23","2015-08-10","92.07","2015-08-10","6.3","2015-08-21","56.39","2015-08-10","3.48","2015-08-10","0.74","2015-09-11","81.25"
"112","2015-08-01","12381.4","2015-08-01","7412.239","2015-08-01","2,777,241","2015-08-01","1,540","5,089","1,693","1,810","15,229","10,342","2015-08-01",NA,"2015-08-17","34.68","35.99","4.75","2015-08-17","90.63","2015-08-17","6.39","2015-08-28","54.07","2015-08-17","3.48","2015-08-17","0.73","2015-09-18","82.9"
"113","2015-08-01","12381.4","2015-08-01","7412.239","2015-08-01","2,777,241","2015-08-01","1,540","5,089","1,693","1,810","15,229","10,342","2015-08-01",NA,"2015-08-24","36.69","36.6","4.83","2015-08-24","86.2","2015-08-24","6.4","2015-09-04","56.5","2015-08-24","3.58","2015-08-24","0.71","2015-09-25","85.52"
"114","2015-08-01","12381.4","2015-08-01","7412.239","2015-08-01","2,777,241","2015-08-01","1,540","5,089","1,693","1,810","15,229","10,342","2015-08-01",NA,"2015-08-31","33.75","34.23","4.73","2015-08-31","88.69","2015-08-31","6.38","2015-09-11","57.87","2015-08-31","3.73","2015-08-31","0.7","2015-10-09","80.93"
"115","2015-09-01","13156.4","2015-09-01","8612.396","2015-09-01","2,571,183","2015-09-01","1,589","5,208","1,682","1,719","15,481","9,898","2015-09-01",NA,"2015-09-07","34.07","37.21","4.98","2015-09-07","88.97","2015-09-07","6.37","2015-09-18","57.53","2015-09-07","3.83","2015-09-07","0.7","2015-10-16","84.27"
"116","2015-09-01","13156.4","2015-09-01","8612.396","2015-09-01","2,571,183","2015-09-01","1,589","5,208","1,682","1,719","15,481","9,898","2015-09-01",NA,"2015-09-14","34.6","35.52","4.98","2015-09-14","88.68","2015-09-14","6.37","2015-09-25","56.45","2015-09-14","3.87","2015-09-14","0.72","2015-10-23","83.87"
"117","2015-09-01","13156.4","2015-09-01","8612.396","2015-09-01","2,571,183","2015-09-01","1,589","5,208","1,682","1,719","15,481","9,898","2015-09-01",NA,"2015-09-21","31.87","33.6","4.52","2015-09-21","88.07","2015-09-21","6.37","2015-10-02","55.68","2015-09-21","4.02","2015-09-21","0.7","2015-10-30","84.45"
"118","2015-09-01","13156.4","2015-09-01","8612.396","2015-09-01","2,571,183","2015-09-01","1,589","5,208","1,682","1,719","15,481","9,898","2015-09-01",NA,"2015-09-28","33.06","34.78","4.48","2015-09-28","87.59","2015-09-28","6.37","2015-10-09","54.28","2015-09-28","4.01","2015-09-28","0.7","2015-11-06","87.11"
"119","2015-10-01","12534.8","2015-10-01","7551.777","2015-10-01","2,758,483","2015-10-01","1,524","5,223","1,725","1,728","15,848","10,344","2015-10-01",NA,"2015-10-05","37.76","39.74","5.48","2015-10-05","88.49","2015-10-05","6.35","2015-10-16","54.84","2015-10-05","3.84","2015-10-05","0.72","2015-11-13","87.13"
"120","2015-10-01","12534.8","2015-10-01","7551.777","2015-10-01","2,758,483","2015-10-01","1,524","5,223","1,725","1,728","15,848","10,344","2015-10-01",NA,"2015-10-12","36.06","38.36","4.79","2015-10-12","90.61","2015-10-12","6.34","2015-10-23","52.56","2015-10-12","3.84","2015-10-12","0.73","2015-11-20","86.58"
"121","2015-10-01","12534.8","2015-10-01","7551.777","2015-10-01","2,758,483","2015-10-01","1,524","5,223","1,725","1,728","15,848","10,344","2015-10-01",NA,"2015-10-19","35.75","38.29","4.73","2015-10-19","88.46","2015-10-19","6.35","2015-10-30","50.39","2015-10-19","3.91","2015-10-19","0.72","2015-11-27","89.17"
"122","2015-10-01","12534.8","2015-10-01","7551.777","2015-10-01","2,758,483","2015-10-01","1,524","5,223","1,725","1,728","15,848","10,344","2015-10-01",NA,"2015-10-26","32.89","36.51","4.36","2015-10-26","87.02","2015-10-26","6.35","2015-11-06","48.94","2015-10-26","3.88","2015-10-26","0.72","2015-12-04","91.49"
"123","2015-11-01","11753.4","2015-11-01","8213.055","2015-11-01","2,225,866","2015-11-01","1,466","4,808","1,616","1,582","14,743","9,232","2015-11-01",NA,"2015-11-02","30.75","34.72","4.14","2015-11-02","87.23","2015-11-02","6.33","2015-11-13","48.19","2015-11-02","3.8","2015-11-02","0.71","2015-12-11","92.09"
"124","2015-11-01","11753.4","2015-11-01","8213.055","2015-11-01","2,225,866","2015-11-01","1,466","4,808","1,616","1,582","14,743","9,232","2015-11-01",NA,"2015-11-09","28.41","34.24","3.97","2015-11-09","85.71","2015-11-09","6.36","2015-11-20","46","2015-11-09","3.79","2015-11-09","0.71","2015-12-18","94.29"
"125","2015-11-01","11753.4","2015-11-01","8213.055","2015-11-01","2,225,866","2015-11-01","1,466","4,808","1,616","1,582","14,743","9,232","2015-11-01",NA,"2015-11-16","29.1","34.68","3.8","2015-11-16","83.42","2015-11-16","6.38","2015-11-27","44.24","2015-11-16","3.78","2015-11-16","0.71","2015-12-25","97.43"
"126","2015-11-01","11753.4","2015-11-01","8213.055","2015-11-01","2,225,866","2015-11-01","1,466","4,808","1,616","1,582","14,743","9,232","2015-11-01",NA,"2015-11-23","26.98","33.11","3.57","2015-11-23","83.51","2015-11-23","6.39","2015-12-04","41.42","2015-11-23","3.75","2015-11-23","0.72","2015-12-31","96.08"
"127","2015-11-01","11753.4","2015-11-01","8213.055","2015-11-01","2,225,866","2015-11-01","1,466","4,808","1,616","1,582","14,743","9,232","2015-11-01",NA,"2015-11-30","26.48","31.75","3.28","2015-11-30","83.04","2015-11-30","6.39","2015-12-11","38.72","2015-11-30","3.82","2015-11-30","0.73","2016-01-08","99.06"
"128","2015-12-01","11967.1","2015-12-01","9626.952","2015-12-01","2,125,158","2015-12-01","1,494","4,629","1,701","1,522","14,702","8,692","2015-12-01",NA,"2015-12-07","23.81","28.53","3.15","2015-12-07","81.08","2015-12-07","6.42","2015-12-18","39.43","2015-12-07","3.8","2015-12-07","0.72","2016-01-15","100.63"
"129","2015-12-01","11967.1","2015-12-01","9626.952","2015-12-01","2,125,158","2015-12-01","1,494","4,629","1,701","1,522","14,702","8,692","2015-12-01",NA,"2015-12-14","23.93","27.38","3.2","2015-12-14","78.25","2015-12-14","6.47","2015-12-25","40.77","2015-12-14","3.91","2015-12-14","0.72","2016-01-22","100.05"
"130","2015-12-01","11967.1","2015-12-01","9626.952","2015-12-01","2,125,158","2015-12-01","1,494","4,629","1,701","1,522","14,702","8,692","2015-12-01",NA,"2015-12-21","26.14","29.72","3.3","2015-12-21","77.37","2015-12-21","6.47","2016-01-01","42.65","2015-12-21","3.97","2015-12-21","0.72","2016-01-29","98.41"
"131","2015-12-01","11967.1","2015-12-01","9626.952","2015-12-01","2,125,158","2015-12-01","1,494","4,629","1,701","1,522","14,702","8,692","2015-12-01",NA,"2015-12-28","25.76","29.12","3.29","2015-12-28","78.43","2015-12-28","6.49","2016-01-08","43.03","2015-12-28","3.91","2015-12-28","0.73","2016-02-02","96.57"
"132","2016-01-01",NA,"2016-01-01","8219.212","2016-01-01","2,402,427","2016-01-01","1,479","4,463","1,647","1,512","13,777","8,483","2016-01-01",NA,"2016-01-04","21.96","25.07","2.6","2016-01-04","77.45","2016-01-04","6.54","2016-01-15","40.67","2016-01-04","4.03","2016-01-04","0.71","2016-02-19","98.13"
"133","2016-01-01",NA,"2016-01-01","8219.212","2016-01-01","2,402,427","2016-01-01","1,479","4,463","1,647","1,512","13,777","8,483","2016-01-01",NA,"2016-01-11","20.19","23.62","2.37","2016-01-11","74.12","2016-01-11","6.56","2016-01-22","42.11","2016-01-11","4.03","2016-01-11","0.7","2016-02-26","98.19"
"134","2016-01-01",NA,"2016-01-01","8219.212","2016-01-01","2,402,427","2016-01-01","1,479","4,463","1,647","1,512","13,777","8,483","2016-01-01",NA,"2016-01-18","21.48","23.77","2.27","2016-01-18","70.23","2016-01-18","6.56","2016-01-29","41.74","2016-01-18","4.09","2016-01-18","0.69","2016-03-04","97.86"
"135","2016-01-01",NA,"2016-01-01","8219.212","2016-01-01","2,402,427","2016-01-01","1,479","4,463","1,647","1,512","13,777","8,483","2016-01-01",NA,"2016-01-25","21.91","24.65","2.45","2016-01-25","71.84","2016-01-25","6.55","2016-02-05","44.55","2016-01-25","4.07","2016-01-25","0.7","2016-03-11","96.95"
"136","2016-02-01","16187.5","2016-02-01","7361.165","2016-02-01","2,064,981","2016-02-01","1,536","4,595","1,772","1,711","15,654","8,310","2016-02-01",NA,"2016-02-01","22.58","26.21","2.61","2016-02-01","74.03","2016-02-01","6.55","2016-02-12","45.73","2016-02-01","3.93","2016-02-01","0.71","2016-03-18","97.5"
"137","2016-02-01","16187.5","2016-02-01","7361.165","2016-02-01","2,064,981","2016-02-01","1,536","4,595","1,772","1,711","15,654","8,310","2016-02-01",NA,"2016-02-08","22.72","26.52","2.63","2016-02-08","72.76","2016-02-15","6.52","2016-02-19","47.01","2016-02-08","3.94","2016-02-08","0.71","2016-03-25","96.31"
"138","2016-02-01","16187.5","2016-02-01","7361.165","2016-02-01","2,064,981","2016-02-01","1,536","4,595","1,772","1,711","15,654","8,310","2016-02-01",NA,"2016-02-15","23.98","27.37","2.94","2016-02-15","72.91","2016-02-22","6.53","2016-02-26","50.56","2016-02-15","4.02","2016-02-15","0.71","2016-04-01","99.43"
"139","2016-02-01","16187.5","2016-02-01","7361.165","2016-02-01","2,064,981","2016-02-01","1,536","4,595","1,772","1,711","15,654","8,310","2016-02-01",NA,"2016-02-22","22.56","25.52","2.71","2016-02-22","73.34","2016-02-29","6.54","2016-03-04","51.7","2016-02-22","3.96","2016-02-22","0.72","2016-04-08","100.72"
"140","2016-02-01","16187.5","2016-02-01","7361.165","2016-02-01","2,064,981","2016-02-01","1,536","4,595","1,772","1,711","15,654","8,310","2016-02-01",NA,"2016-02-29","27.68","30.32","4.38","2016-02-29","75.71","2016-03-07","6.51","2016-03-11","60.08","2016-02-29","3.88","2016-02-29","0.73","2016-04-15","99.14"
"141","2016-03-01","9815.8","2016-03-01","8577.166","2016-03-01","2,359,372","2016-03-01","1,531","4,948","1,808","1,805","16,996","8,704","2016-03-01",NA,"2016-03-07","27.22","29.11","3.83","2016-03-07","79.18","2016-03-14","6.5","2016-03-18","55.12","2016-03-07","3.69","2016-03-07","0.75","2016-04-22","99.39"
"142","2016-03-01","9815.8","2016-03-01","8577.166","2016-03-01","2,359,372","2016-03-01","1,531","4,948","1,808","1,805","16,996","8,704","2016-03-01",NA,"2016-03-14","27.42","29.13","4.17","2016-03-14","80.97","2016-03-21","6.5","2016-03-25","57.86","2016-03-14","3.68","2016-03-14","0.76","2016-04-29","100.08"
"143","2016-03-01","9815.8","2016-03-01","8577.166","2016-03-01","2,359,372","2016-03-01","1,531","4,948","1,808","1,805","16,996","8,704","2016-03-01",NA,"2016-03-21","25.64","27.71","4.04","2016-03-21","82.4","2016-03-28","6.49","2016-04-01","54.72","2016-03-21","3.65","2016-03-21","0.76","2016-05-06","100.67"
"144","2016-03-01","9815.8","2016-03-01","8577.166","2016-03-01","2,359,372","2016-03-01","1,531","4,948","1,808","1,805","16,996","8,704","2016-03-01",NA,"2016-03-28","25.65","28.17","4.32","2016-03-28","81.87","2016-04-04","6.47","2016-04-08","54.57","2016-03-28","3.61","2016-03-28","0.76","2016-05-13","99.37"
"145","2016-04-01","10256.7","2016-04-01","8391.794","2016-04-01","2,253,069","2016-04-01","1,564","4,851","1,729","1,852","17,068","8,704","2016-04-01",NA,"2016-04-04","24.77","27.99","4.48","2016-04-04","81.92","2016-04-11","6.47","2016-04-15","58.8","2016-04-04","3.65","2016-04-04","0.76","2016-05-20","101.78"
"146","2016-04-01","10256.7","2016-04-01","8391.794","2016-04-01","2,253,069","2016-04-01","1,564","4,851","1,729","1,852","17,068","8,704","2016-04-01",NA,"2016-04-11","28.91","31.67","5.29","2016-04-11","83.92","2016-04-18","6.48","2016-04-22","64.95","2016-04-11","3.5","2016-04-11","0.77","2016-05-27","101.86"
"147","2016-04-01","10256.7","2016-04-01","8391.794","2016-04-01","2,253,069","2016-04-01","1,564","4,851","1,729","1,852","17,068","8,704","2016-04-01",NA,"2016-04-18","31.82","33.56","5.42","2016-04-18","85.52","2016-04-25","6.49","2016-04-29","63.82","2016-04-18","3.55","2016-04-18","0.78","2016-06-03","100.17"
"148","2016-04-01","10256.7","2016-04-01","8391.794","2016-04-01","2,253,069","2016-04-01","1,564","4,851","1,729","1,852","17,068","8,704","2016-04-01",NA,"2016-04-25","31.34","33.66","5.67","2016-04-25","87.73","2016-05-02","6.5","2016-05-06","60.51","2016-04-25","3.51","2016-04-25","0.77","2016-06-12","100.7"
"149","2016-05-01","10754.1","2016-05-01","8675.227","2016-05-01","2,609,392","2016-05-01","1,556","4,708","1,714","1,871","16,746","8,689","2016-05-01",NA,"2016-05-02","27.93","30.9","4.78","2016-05-02","88.81","2016-05-09","6.52","2016-05-13","55.08","2016-05-02","3.53","2016-05-02","0.75","2016-06-17","100.57"
"150","2016-05-01","10754.1","2016-05-01","8675.227","2016-05-01","2,609,392","2016-05-01","1,556","4,708","1,714","1,871","16,746","8,689","2016-05-01",NA,"2016-05-09","26.6","28.29","4.13","2016-05-09","87.56","2016-05-16","6.54","2016-05-20","55.05","2016-05-09","3.49","2016-05-09","0.73","2016-06-24","102.68"
"151","2016-05-01","10754.1","2016-05-01","8675.227","2016-05-01","2,609,392","2016-05-01","1,556","4,708","1,714","1,871","16,746","8,689","2016-05-01",NA,"2016-05-16","26.84","28.31","3.98","2016-05-16","89.4","2016-05-23","6.55","2016-05-27","50.72","2016-05-16","3.54","2016-05-16","0.73","2016-07-01","104.61"
"152","2016-05-01","10754.1","2016-05-01","8675.227","2016-05-01","2,609,392","2016-05-01","1,556","4,708","1,714","1,871","16,746","8,689","2016-05-01",NA,"2016-05-23","27.5","28.73","3.98","2016-05-23","89.62","2016-05-30","6.58","2016-06-03","49.42","2016-05-23","3.58","2016-05-23","0.72","2016-07-08","106.57"
"153","2016-05-01","10754.1","2016-05-01","8675.227","2016-05-01","2,609,392","2016-05-01","1,556","4,708","1,714","1,871","16,746","8,689","2016-05-01",NA,"2016-05-30","27.81","28.34","4.61","2016-05-30","89.73","2016-06-06","6.56","2016-06-10","52.27","2016-05-30","3.58","2016-05-30","0.73","2016-07-15","108.4"
"154","2016-06-01","12106.4","2016-06-01","8163.004","2016-06-01","2,559,982","2016-06-01","1,592","4,631","1,714","2,023","16,985","8,915","2016-06-01",NA,"2016-06-06","26.73","27.94","4.41","2016-06-06","91.29","2016-06-13","6.58","2016-06-17","51.18","2016-06-06","3.42","2016-06-06","0.74","2016-07-22","108.84"
"155","2016-06-01","12106.4","2016-06-01","8163.004","2016-06-01","2,559,982","2016-06-01","1,592","4,631","1,714","2,023","16,985","8,915","2016-06-01",NA,"2016-06-13","27.71","29.19","4.46","2016-06-13","90.98","2016-06-20","6.57","2016-06-24","51.34","2016-06-13","3.46","2016-06-13","0.74","2016-07-29","108.64"
"156","2016-06-01","12106.4","2016-06-01","8163.004","2016-06-01","2,559,982","2016-06-01","1,592","4,631","1,714","2,023","16,985","8,915","2016-06-01",NA,"2016-06-20","27.23","28.76","4.55","2016-06-20","90.36","2016-06-27","6.64","2016-07-01","54.28","2016-06-20","3.38","2016-06-20","0.75","2016-08-05","108.21"
"157","2016-06-01","12106.4","2016-06-01","8163.004","2016-06-01","2,559,982","2016-06-01","1,592","4,631","1,714","2,023","16,985","8,915","2016-06-01",NA,"2016-06-27","28.62","31.57","5.16","2016-06-27","90.74","2016-07-04","6.67","2016-07-08","55.66","2016-06-27","3.28","2016-06-27","0.74","2016-08-12","107.54"
"158","2016-07-01","11574.3","2016-07-01","8839.881","2016-07-01","2,962,913","2016-07-01","1,630","4,856","1,835","2,185","17,833","10,252","2016-07-01",NA,"2016-07-04","29.34","31.59","4.95","2016-07-04","91.02","2016-07-11","6.69","2016-07-15","58.22","2016-07-04","3.32","2016-07-04","0.75","2016-08-19","106.41"
"159","2016-07-01","11574.3","2016-07-01","8839.881","2016-07-01","2,962,913","2016-07-01","1,630","4,856","1,835","2,185","17,833","10,252","2016-07-01",NA,"2016-07-11","30.5","32.86","5.36","2016-07-11","89.42","2016-07-18","6.69","2016-07-22","56.33","2016-07-11","3.27","2016-07-11","0.76","2016-08-26","105.4"
"160","2016-07-01","11574.3","2016-07-01","8839.881","2016-07-01","2,962,913","2016-07-01","1,630","4,856","1,835","2,185","17,833","10,252","2016-07-01",NA,"2016-07-18","28.55","31.35","5.31","2016-07-18","89.03","2016-07-25","6.67","2016-07-29","58.73","2016-07-18","3.26","2016-07-18","0.75","2016-09-02","104.24"
"161","2016-07-01","11574.3","2016-07-01","8839.881","2016-07-01","2,962,913","2016-07-01","1,630","4,856","1,835","2,185","17,833","10,252","2016-07-01",NA,"2016-07-25","29.69","32.82","5.75","2016-07-25","87.15","2016-08-01","6.64","2016-08-05","61.22","2016-07-25","3.27","2016-07-25","0.75","2016-09-09","103.46"
"162","2016-08-01","11506.9","2016-08-01","8772.369","2016-08-01","2,771,997","2016-08-01","1,642","4,758","1,839","2,283","18,413","10,354","2016-08-01",NA,"2016-08-01","31.02","32.74","6.02","2016-08-01","85.56","2016-08-08","6.65","2016-08-12","60.47","2016-08-01","3.23","2016-08-01","0.76","2016-09-16","104.01"
"163","2016-08-01","11506.9","2016-08-01","8772.369","2016-08-01","2,771,997","2016-08-01","1,642","4,758","1,839","2,283","18,413","10,354","2016-08-01",NA,"2016-08-08","30.97","31.08","5.64","2016-08-08","86.82","2016-08-15","6.63","2016-08-19","60.96","2016-08-08","3.16","2016-08-08","0.77","2016-09-23","102.72"
"164","2016-08-01","11506.9","2016-08-01","8772.369","2016-08-01","2,771,997","2016-08-01","1,642","4,758","1,839","2,283","18,413","10,354","2016-08-01",NA,"2016-08-15","31.94","32.06","5.97","2016-08-15","88.98","2016-08-22","6.66","2016-08-26","61.05","2016-08-15","3.21","2016-08-15","0.77","2016-09-30","106.48"
"165","2016-08-01","11506.9","2016-08-01","8772.369","2016-08-01","2,771,997","2016-08-01","1,642","4,758","1,839","2,283","18,413","10,354","2016-08-01",NA,"2016-08-22","32.09","31.54","5.45","2016-08-22","90.45","2016-08-29","6.68","2016-09-02","59.13","2016-08-22","3.23","2016-08-22","0.76","2016-10-09","104.61"
"166","2016-08-01","11506.9","2016-08-01","8772.369","2016-08-01","2,771,997","2016-08-01","1,642","4,758","1,839","2,283","18,413","10,354","2016-08-01",NA,"2016-08-29","30.62","31.13","5.6","2016-08-29","89.52","2016-09-05","6.67","2016-09-09","58.56","2016-08-29","3.24","2016-08-29","0.75","2016-10-14","105.68"
